Value,N,P,K,temperature,humidity,ph,rainfall,label
0,22,46,54,23.466687234238158,58.25142519665624,13.076890833319684,108.48175407925837,Banana
0,0,0,0,23.68164076474355,65.6465818571042,7.207770142865486,84.97623193771747,Banana
0,36,69,35,54.38545124077449,40.76138021310935,6.317565675579011,95.54913287497668,Banana
0,30,92,54,20.604270891231597,52.5650351610778,5.526448605803715,1.0730798917706657,Banana
0,64,79,37,-9.19226144988806,48.79918345051013,6.908412122289787,68.14527534507451,Banana
0,34,42,86,24.648724438110143,50.99703870893393,12.444849554066671,60.01780356589753,Banana
0,73,52,28,25.977900014545195,6.27222555775781,6.488664812296119,77.38101610698182,Banana
0,26,73,77,21.68275947050629,79.08699280814676,11.608777554247267,125.68582943199976,Banana
0,57,73,67,22.66784775649315,59.51421910144882,11.906984601355115,152.88067479091285,Banana
0,40,40,55,24.96807690859986,77.9779100036015,7.4499255556352,4.082524937854072,Banana
0,43,97,56,23.028168728219466,45.94449174698769,2.745154343264491,141.31758353456763,Banana
0,70,99,74,-6.539172090358267,54.56417158273217,5.572532984425935,55.740858802324425,Banana
0,75,34,96,58.17800470485962,68.1860300827036,6.995114887319234,90.03789724508133,Banana
0,47,81,78,21.977118519675667,71.93707440460358,9.8347589548587,72.99172652537621,Banana
0,21,22,22,-8.823597688984243,77.53765617593805,7.197198528622106,147.4031331952475,Banana
0,26,63,62,24.897499903710514,3.233551031469939,6.721860786330117,158.03483551285734,Banana
0,0,0,0,22.187391683016816,48.45710410136862,5.624680126033487,180.37125480320594,Banana
0,55,21,22,51.758872391668554,60.593043347774795,7.141807697908617,145.96601682058477,Banana
0,71,50,79,23.50005105806149,67.78603755465836,6.521567133613498,3.309932823059494,Banana
0,77,21,66,59.53976976049053,47.4904461838651,6.62038167215539,120.27109400778973,Banana
0,72,92,48,-4.985976192653067,40.603523535137896,7.057167716350377,98.98549947602905,Banana
0,28,31,89,4.854776550350675,44.75933312762052,5.9903879885808236,184.67128665359945,Banana
0,24,35,28,-4.607169879526335,58.97203917416708,6.081945190737109,181.35986403813888,Banana
0,37,33,21,26.572402649426422,59.54551581111306,6.718401652867503,0.8808961250467734,Banana
0,79,37,73,20.127918923370288,49.71724125634092,12.936411876157866,156.14263914027052,Banana
0,73,81,92,28.957695414883432,41.601796110707795,2.762263394933271,92.35894202109283,Banana
0,70,56,63,50.80239598996945,54.27549313205873,7.284440522977433,190.8164238166408,Banana
0,46,97,29,3.6418786318687584,54.486130880265804,6.208593881227453,50.29873629240959,Banana
0,68,97,60,51.66107906698408,53.99498580443002,5.628059554571234,87.68149997270785,Banana
0,24,20,81,57.82490742103034,54.767839807370784,7.397332522854471,182.0929314654866,Banana
0,72,44,73,50.88323629372143,61.759293755506214,7.134695030989529,136.2779912688054,Banana
0,68,77,96,22.05355932999309,8.495710469145553,7.005343802169563,195.49434453261014,Banana
0,35,24,88,1.3512564542866077,40.57008798003515,6.655485622300105,176.7558226779874,Banana
0,89,40,21,26.97757494604693,78.07306615761661,11.72080467459313,108.08646816068745,Banana
0,53,79,76,53.21053714458897,69.3626471468994,7.203541147206032,99.81327675329521,Banana
0,0,0,0,28.267131757698525,49.011841510835175,6.203808364254628,86.13825851647988,Banana
0,0,0,0,21.66251380522928,79.4062313076432,5.722831661886351,199.68132919376987,Banana
0,41,80,54,26.66448007790312,58.43303620498878,1.8907609091371183,72.52605300457006,Banana
0,54,70,72,27.91982688317897,49.73066880793555,0.5131301992503652,185.6315415746043,Banana
0,46,45,24,22.975186870471408,63.18617257753928,13.487997383155438,61.73287863435178,Banana
0,36,33,48,28.682560905482248,46.63187476026003,3.114101228285009,95.87216319634234,Banana
0,45,99,79,26.55886241646668,53.25987225665153,0.8309915936268417,132.55958964613185,Banana
0,67,55,69,20.682385782716587,2.7755156724169727,7.193903439841063,179.48247201742237,Banana
0,73,38,79,25.72357859683038,79.82666737815792,6.526790757125234,4.3026234034751445,Banana
0,33,37,36,58.32807865216978,63.1401020228963,7.021397958388791,65.99458510101869,Banana
0,0,0,0,21.337327277065672,44.87385456241552,5.6518164302017775,58.99751172427223,Banana
0,0,0,0,29.15973278592319,59.87572852355187,6.637615810713868,114.22889753467487,Banana
0,68,64,78,21.64096580730622,44.5797392442567,13.103218231997621,102.96718686471613,Banana
0,40,94,55,54.999189054683654,70.08552250045356,6.34209040574499,64.90383403462428,Banana
0,96,58,47,2.4847389155935478,55.01419926983641,5.512316515964888,188.4740208712717,Banana
0,83,86,45,20.49720063174354,48.40315857855508,7.091449209331221,0.9399605987451148,Beans
0,70,85,62,22.666097480860415,8.57939036006995,6.073159388355948,55.4155617308978,Beans
0,26,43,90,24.472037239747024,53.1162496661392,12.451152198033354,185.95218333068857,Beans
0,83,95,55,25.474771370884046,7.963185419421748,7.237911875702364,65.24996665743859,Beans
0,53,62,46,-8.608899530740562,49.72543466274571,7.037580781828578,183.52766219677181,Beans
0,27,80,76,26.423106768206036,46.46536955445295,2.6626155920315524,108.52002779920379,Beans
0,86,32,97,24.55078021132461,51.52794970792642,7.3596002850024265,3.6570294454454393,Beans
0,83,90,37,25.475829293690584,2.1214155332405094,5.9983556135743505,180.72935193526402,Beans
0,54,51,46,22.347293814461338,54.830745764849894,12.786412781211592,181.69965935234316,Beans
0,22,48,62,26.13569556023183,0.8835523141792667,5.844503066927011,102.40530770516186,Beans
0,26,47,90,25.98086214158339,55.06707593231719,5.552364324208559,0.9113006438919774,Beans
